id,address,bedroom_nums,bathroom_nums,car_spaces,land_size,price
6855,"112 Heritage Way, Glen Alpine",4,2,2,808m²,"$1,198,000"
6856,"28 Noongah Street, Bargo",3,2,2,986m²,"$930,000"
6857,"11 Poidevin Place, Goulburn",4,2,2,"1,000m²","$895,000"
6858,"112 Avery Street, Rutherford",4,2,2,839m²,"$855,000"
6859,"7 Marathon Street, Wyong",3,3,4,929m²,"$826,004"
6860,"14 Kiparra Drive, Berridale",4,2,1,930m²,"$825,000"
6861,"22 Francis Avenue, Wollongbar",4,2,2,828m²,"$790,000"
6862,"31 Shortland Street, Wentworth Falls",3,1,1,893m²,"$760,000"
6863,"32 Dean Parade, Lemon Tree Passage",4,1,3,874m²,"$750,000"
6864,"10 Northview Circuit, Muswellbrook",4,2,3,828m²,"$705,000"
6865,"31 Mill Street, East Maitland",4,2,2,847.3m²,"$657,000"
6866,"46 Maher Street, Tolland",4,2,2,915m²,"$587,000"
6867,"98 Fallon Street, Jindera",2,1,4,974m²,"$480,000"
6868,"70 Woodhill Street, Castle Hill",5,3,4,930m²,"$2,655,000"
6869,"18 Mairinger Crescent, Bowral",4,2,2,800m²,"$1,525,000"
6870,"11 Clifford Crescent, Banora Point",5,3,2,977.5m²,"$1,435,000"
6871,"39 Best Road, Seven Hills",5,2,4,815.7m²,"$1,250,000"
6872,"24 Chain-O-Ponds Circuit, Mount Annan",4,2,3,801m²,"$1,195,000"
6873,"45 The Fairway, Tura Beach",3,2,3,882m²,"$1,170,000"
6874,"6 Childs Place, Mount Annan",3,2,2,829m²,"$1,110,000"
6875,"43 White Gum Road, Ulladulla",4,2,2,804m²,"$1,100,000"
6876,"139 Governors Drive, Lapstone",3,1,1,917m²,"$990,000"
6877,"36 Pinetop Avenue, Narara",3,1,1,878m²,"$890,000"
6878,"22 Durham Road, East Branxton",4,2,4,908m²,"$885,000"
6879,"40 Albert Street, Corowa",3,2,2,"1,000m²","$859,000"
6880,"1/24 Terranora Road, Banora Point",3,1,1,847m²,"$830,000"
6881,"4 Falcon Place, Raymond Terrace",4,2,2,890m²,"$820,000"
6882,"46 Cousins Street, Muswellbrook",4,2,2,923m²,"$625,000"
6883,"8 Scott St, Scone",4,1,,809m²,"$405,000"
6884,"14 Melrose Street, Epping",4,2,2,803m²,"$2,975,000"
6885,"6 Robertson Place, Bella Vista",5,2,2,804m²,"$2,601,000"
6886,"1 Windarra Place, Cromer",5,2,4,816m²,"$2,250,000"
6887,"73 Excelsior Avenue, Castle Hill",3,2,1,854m²,"$2,216,000"
6888,"115 Macarthur Circuit, Camden Park",5,2,3,962m²,"$2,135,000"
6889,"315 Park Road, Auburn",3,1,1,970m²,"$2,111,000"
6890,"3 Kerela Avenue, Wahroonga",3,1,1,828m²,"$2,105,000"
6891,"1 Rose Street, Smithfield",3,1,,980m²,"$1,715,000"
6892,"30 Stafford Street, Granville",5,3,2,872m²,"$1,611,000"
6893,"13-15 Faithfull Street, Richmond",4,2,,904m²,"$1,130,000"
6894,"4 Pialba Court, North Gosford",4,2,2,805m²,"$1,000,000"
6895,"41 Mirrabooka Street, Bilgola Plateau",4,3,2,898m²,"$3,725,000"
6896,"3 Trevalsa Place, Burraneer",5,2,3,929m²,"$3,400,000"
6897,"3 Minago Place, Castle Hill",5,3,2,847m²,"$3,040,000"
6898,"3 Cuttlefish Parade, St Huberts Island",4,2,2,854m²,"$2,550,000"
6899,"45 Blackbutt Avenue, Pennant Hills",5,4,3,942.2m²,"$2,530,000"
6900,"4 Bridget Way, Terrigal",5,2,2,805m²,"$2,055,000"
6901,"86 Companion Way, Tweed Heads",3,2,2,806m²,"$1,800,500"
6902,"50 Duckmallois Avenue, Blacktown",7,3,4,832m²,"$1,450,000"
6903,"87 Silky Oak Drive, Caves Beach",4,2,2,874m²,"$1,430,000"
6904,"60 Sampson Crescent, Acacia Gardens",4,1,1,812m²,"$1,250,000"
6905,"6 Mahala Close, Bonny Hills",4,2,4,828.5m²,"$1,250,000"
6906,"174 Joseph Street, Regents Park",2,1,8,841m²,"$1,150,000"
6907,"73 Walmer Avenue, Sanctuary Point",3,2,1,866m²,"$1,150,000"
6908,"9 Southwell Place, Queanbeyan",4,2,4,881m²,"$1,050,000"
6909,"13 Bruxner Ave, Wauchope",3,2,3,930m²,"$1,012,500"
6910,"10 Jean Street, Belmont",3,1,3,923.2m²,"$925,000"
6911,"19 Jubilee Avenue, Ulladulla",3,1,1,866m²,"$900,000"
6912,"5 Peabody Place, Dubbo",4,2,3,882m²,"$880,000"
6913,"11 Harbord Street, Bonnells Bay",3,1,1,800m²,"$860,000"
6914,"5 Zara Street, Gobbagombalin",4,2,4,976m²,"$825,000"
6915,"11A Philip Street, Scone",4,2,2,838m²,"$760,000"
6916,"32 Lawson Crescent, Orange",3,2,6,993m²,"$640,000"
6917,"21 Kiparra Drive, Berridale",3,1,1,864m²,"$599,000"
6918,"1 Subiaco Avenue, Cessnock",3,1,1,809.4m²,"$595,000"
6919,"123 Cessnock Road, Abermain",2,1,1,809.4m²,"$560,000"
6920,"34 Walter Rodd Street, Gunnedah",3,1,1,809m²,"$495,000"
6921,"14A Roger Street, Muswellbrook",3,1,2,915m²,"$400,000"
6922,"716 Port Hacking Road, Dolans Bay",5,2,2,806m²,"$4,100,000"
6923,"23 Ellerslie Drive, West Pennant Hills",5,3,2,855m²,"$2,950,000"
6924,"83 Edward Street, Sylvania",4,4,4,978m²,"$1,880,000"
6925,"5 Lowry Close, Harrington Park",5,2,2,838m²,"$1,650,000"
6926,"34 Fingal Road, Fingal Head",3,2,,982m²,"$1,315,000"
6927,"16 Mountain View Avenue, Glen Alpine",4,2,2,808m²,"$1,235,000"
6928,"40 Todmorden Road, Buttaba",4,2,2,834.7m²,"$1,200,000"
6929,"42 Stuart Street, Kotara South",4,1,2,942.2m²,"$990,000"
6930,"19 Petken Drive, Taree",5,2,2,956.7m²,"$960,000"
6931,"6 Swindon Close, Lake Haven",4,2,4,903m²,"$950,000"
6932,"10 Brookfield Way, Orange",4,2,2,901.4m²,"$855,000"
6933,"71 Karool Road, Mooney Mooney Creek",5,2,2,910m²,"$800,000"
6934,"42 Weston Street, Weston",3,1,2,802m²,"$670,000"
6935,"14 Carroll Avenue, Cessnock",3,2,4,809.4m²,"$669,000"
6936,"21 Chesham Parade, Glenfield",4,2,6,917m²,"$1,560,000"
6937,"21 Cheryl Avenue, Terrigal",4,2,2,917m²,"$1,435,000"
6938,"7 Haslewood Pl, Hinchinbrook",5,3,2,833m²,"$1,145,000"
6939,"2 Peppermint Street, Aberglasslyn",4,2,2,881.6m²,"$1,050,000"
6940,"4 Carmen Close, Watanobbi",3,1,1,933m²,"$940,000"
6941,"35 Green Parade, Valley Heights",3,1,1,998m²,"$912,410"
6942,"75 Pitt St, Richmond",3,1,3,815m²,"$910,000"
6943,"4 Peppermint Street, Aberglasslyn",4,2,2,805.8m²,"$830,000"
6944,"44 Old Hume Highway, Yerrinbool",3,1,1,860m²,"$735,000"
6945,"187 Baird Drive, Dubbo",4,2,2,860m²,"$670,000"
6946,"36 Oporto Road, Mudgee",3,1,1,839m²,"$620,000"
6947,"238 Bent Street, South Grafton",3,1,2,810m²,"$515,000"
6948,"63 Taragala Street, Cowra",5,2,1,942m²,"$475,000"
6949,"27 Townview Avenue, Walla Walla",3,1,1,894m²,"$420,000"
6950,"20 Druitt Street, Adaminaby",3,1,1,942m²,"$320,000"
6951,"40 Duke Street, Forestville",5,4,2,841m²,"$3,245,000"
6952,"21 Spoon Rocks Road, Caves Beach",5,2,2,979m²,"$2,000,000"
6953,"6 Rutherglen Avenue, Northmead",4,2,2,815m²,"$1,745,000"
6954,"565 Pennant Hills Road, West Pennant Hills",3,1,1,828m²,"$1,557,000"
6955,"13 Jervis Street, Currarong",5,2,,955m²,"$1,545,000"
6956,"115 Stuart Street, Mullumbimby",3,1,2,953m²,"$1,525,000"
6957,"7 Hillcrest Street, Wollongong",3,1,1,917m²,"$1,370,000"
6958,"31 George Street, Springwood",3,2,1,853.6m²,"$1,090,000"
6959,"35 Barden Close, Callala Bay",3,2,1,821m²,"$1,000,000"
6960,"79A Morpeth Road, East Maitland",3,2,2,821m²,"$855,000"
6961,"87 Ridge Street, Lawson",3,1,1,928m²,"$820,000"
6962,"25 Celtic Circuit, Townsend",4,2,2,810m²,"$800,000"
6963,"26 Osborne Avenue, West Bathurst",5,2,2,845m²,"$712,500"
6964,"20 Fairfax Street, Rutherford",3,1,1,803m²,"$648,000"
6965,"107 Strafford Street, Manilla",4,2,1,"1,000m²","$550,000"
6966,"27 Gunbar Road, Taree",3,1,1,809m²,"$550,000"
6967,"6 James Avenue, Armidale",3,1,1,803m²,"$365,000"
6968,"39 & 39a Stacey Street, Bankstown",3,2,8,925m²,"$1,525,000"
6969,"27 Dalwood Close, Eleebana",3,3,15,938m²,"$1,400,000"
6970,"11 Cook Road, Wentworth Falls",4,2,2,822m²,"$1,250,000"
6971,"116 Gurney Road, Chester Hill",3,1,3,885m²,"$1,200,000"
6972,"27 Glen Ayr Drive, Banora Point",4,3,3,802m²,"$1,066,000"
6973,"18 AH-KET AVENUE, Lloyd",4,2,2,906m²,"$970,000"
6974,"31 Headlam Parade, Springfield",3,1,1,809m²,"$905,000"
6975,"40 Starr Close, Camden",3,2,1,803m²,"$880,000"
6976,"15 Whistler Street, Culburra Beach",2,1,1,923.2m²,"$800,000"
6977,"59 Harrier Parade, Tamworth",6,2,3,813m²,"$790,000"
6978,"12 Minnie Street, Dora Creek",4,2,1,904m²,"$730,000"
6979,"53 Honeyman Drive, Orange",4,2,2,866m²,"$670,000"
6980,"33 Parry Street, Tamworth",4,2,2,862m²,"$660,000"
6981,"3 Verbena Place, Kooringal",3,1,1,827.3m²,"$614,000"
6982,"74 Tower Street, Corowa",4,2,2,800m²,"$580,000"
6983,"25/11 Mission Terrace, Lakewood",2,1,1,860m²,"$485,000"
6984,"23 Myra Street, Plumpton",6,4,12,870m²,"$1,821,000"
6985,"1A Albert St, Cabramatta",3,1,2,853m²,"$1,300,000"
6986,"97 Samarai Road, Whalan",3,1,1,875m²,"$886,500"
6987,"27A Morven Road, Niagara Park",3,1,,855m²,"$870,000"
6988,"24 Owen Street, East Lindfield",5,2,1,967m²,"$3,710,000"
6989,"12 Campbell Hill Road, Guildford",8,5,6,847.3m²,"$2,805,000"
6990,"14 Robin Avenue, Turramurra",3,2,4,923.2m²,"$2,215,000"
6991,"212 Terrigal Drive, Terrigal",5,3,2,879m²,"$1,955,000"
6992,"7 Charles Street, Smithfield",3,2,1,907m²,"$1,750,000"
6993,"21 Tulloch Place, Edensor Park",4,2,2,916m²,"$1,580,000"
6994,"19 Lomond Street, Guildford",4,2,3,944m²,"$1,405,000"
6995,"299 Morish Street, Broken Hill",4,1,1,841m²,"$100,000"
6996,"11 Glenridge Avenue, West Pennant Hills",5,3,3,805m²,"$3,318,000"
6997,"36 Church Street, Castle Hill",7,4,2,841m²,"$2,900,000"
6998,"55 Wilkins Street, Bankstown",4,2,3,885.2m²,"$2,750,000"
6999,"10 Ocean Parade, Boat Harbour",5,3,3,803m²,"$2,650,000"
7000,"3 Bottlebrush Grove, Caves Beach",5,3,2,801m²,"$1,600,000"
7001,"9 Hilltop Road, Merrylands",3,1,2,891m²,"$1,400,000"
7002,"52 Leicester Way, St Clair",4,2,6,801m²,"$1,300,000"
7003,"39 Northminster Way, Rathmines",4,2,2,844m²,"$1,055,000"
7004,"36 Floralia Close, New Lambton Heights",3,2,2,822m²,"$975,000"
7005,"78 Verdelho Drive, Tamworth",4,2,2,802m²,"$925,000"
7006,"15 Mountview Avenue, Wingham",5,3,2,982.6m²,"$860,000"
7007,"40 Pimelea Drive, Woodford",3,1,,941.1m²,"$820,000"
7008,"12 Northcott Drive, Goonellabah",4,2,2,880m²,"$800,000"
7009,"67 Veale Street, Ashmont",4,3,4,928.5m²,"$710,000"
7010,"38 East Street, Casino",4,2,2,973.56m²,"$685,000"
7011,"62 Government Road, Weston",4,1,1,905.44m²,"$650,000"
7012,"29 Church Street, Singleton",3,1,3,892m²,"$640,000"
7013,"29 Garibaldi Street, Armidale",4,1,2,891.5m²,"$620,000"
7014,"34 Boyd Street, Kelso",4,1,1,801m²,"$600,000"
7015,"9 Palana Street, Surfside",4,2,2,875m²,"$575,000"
7016,"1 Babbler Walk, Gloucester",4,2,2,871m²,"$575,000"
7017,"13 Werrina Crescent, Armidale",4,2,2,993m²,"$565,000"
7018,"27 Third Avenue North, Narromine",3,2,,998m²,"$496,000"
7019,"57 Nasmyth Street, Young",3,1,2,839m²,"$446,000"
7020,"35 High Street, Largs",3,1,,809.7m²,"$365,000"
7021,"167 Little Bloomfield Street, Gunnedah",3,1,1,950m²,"$355,000"
7022,"585 Silica Street, Broken Hill",2,1,3,828.3m²,"$269,000"
7023,"125 Showground Road, Castle Hill",5,2,1,825.2m²,"$3,000,001"
7024,"8 Carnarvon Court, Lennox Head",4,2,4,955m²,"$2,625,000"
7025,"236 Seven Hills Road, Baulkham Hills",4,2,4,932m²,"$2,215,000"
7026,"130 Albany Street, Point Frederick",4,3,2,809.4m²,"$2,175,000"
7027,"19 Greenacre Road, Greenacre",3,1,6,949m²,"$2,100,000"
7028,"127 Governors Drive, Lapstone",5,3,1,894m²,"$1,370,000"
7029,"22 Torulosa Road, The Oaks",4,2,2,975m²,"$1,320,000"
7030,"38 Dalwood Close, Eleebana",4,3,4,933m²,"$1,220,000"
7031,"18 Alexander Crescent, Macquarie Fields",3,1,1,841m²,"$1,205,000"
7032,"133 Empire Bay Drive, Empire Bay",4,1,2,929m²,"$1,185,000"
7033,"8 Lyndoch Place, Bourkelands",4,2,2,993m²,"$865,000"
7034,"25 Calton Road, Batehaven",4,2,5,922m²,"$850,000"
7035,"23 Milray Street, Swansea",3,1,1,809m²,"$830,000"
7036,"5 Womboin Crescent, Glenfield Park",4,2,2,829.8m²,"$645,000"
7037,"14 Taylor Street, Dubbo",3,1,2,810m²,"$556,200"
7038,"44 Cummins Street, Broken Hill",3,1,4,828m²,"$360,000"
7039,"1 Flinders Place, Mount Colah",5,2,2,809m²,"$1,700,000"
7040,"89 Woodview Avenue, Lisarow",4,2,2,939m²,"$1,625,000"
7041,"68 Warringa Drive, Bilambil Heights",3,2,2,870m²,"$1,120,000"
7042,"9 Crestview Street, Fletcher",4,2,2,801m²,"$1,102,000"
7043,"26 Seventh Avenue, Katoomba",3,2,2,809m²,"$1,000,000"
7044,"39 Peterson Parade, Thornton",4,2,4,958m²,"$975,000"
7045,"5 Simes Street, Lismore Heights",4,2,2,942m²,"$930,000"
7046,"193b Faulkner Street, Armidale",5,3,2,815m²,"$860,000"
7047,"36 Elderberry Ave, Worrigee",5,2,2,802m²,"$850,000"
7048,"11 Nancarrow Place, Kelso",4,2,2,860m²,"$785,000"
7049,"15 Holmes Street, Leura",2,1,2,989m²,"$750,000"
7050,"19 Hamilton Street, Abernethy",3,1,5,943.4m²,"$715,000"
7051,"12 Short Street, Wellington",3,1,2,948m²,"$275,000"
7052,"31 Westmore Drive, West Pennant Hills",5,3,3,938.2m²,"$3,025,000"
7053,"147 Waterworth Drive, Narellan Vale",7,4,3,949.9m²,"$1,535,000"
7054,"460 Pennant Hills Road, Pennant Hills",6,2,2,987m²,"$1,510,000"
7055,"1 Hawkeshead Way, Lakelands",4,3,2,880m²,"$1,375,000"
7056,"30 Coowarra Drive, St Clair",5,2,1,843m²,"$1,240,000"
7057,"55 Isabella Way, Bowral",4,2,2,906.9m²,"$1,180,000"
7058,"2 Thornflat Road, Cranebrook",5,2,1,811m²,"$1,150,000"
7059,"8 Juniper Place, Orange",4,2,2,876m²,"$1,125,000"
7060,"1/107 Old Ferry Road, Banora Point",3,2,2,902m²,"$935,000"
7061,"8 Chesterman Close, Windradyne",4,2,2,937m²,"$820,000"
7062,"28 Wilsons Road, Mount Hutton",4,2,2,954m²,"$800,000"
7063,"39 Adams Street, Heddon Greta",3,2,2,809.4m²,"$740,000"
7064,"21 Sharpe Street, Candelo",4,3,,"1,000m²","$735,000"
7065,"7 Hallidise Street, Nambucca Heads",3,2,2,948m²,"$710,000"
7066,"34 Park Street, East Maitland",3,1,2,929m²,"$700,000"
7067,"15 Irene Court, North Albury",3,2,1,872m²,"$655,000"
7068,"115 Cessnock Road, Abermain",3,1,1,809.4m²,"$605,000"
7069,"6 Dimbanna Court, Springdale Heights",4,2,4,814m²,"$604,000"
7070,"94 Barton Street, Scone",4,2,1,835m²,"$565,000"
7071,"268 Bourke Street, Tolland",3,1,3,834.7m²,"$449,900"
7072,"25 Pacific Avenue, Werri Beach",4,2,2,816m²,"$4,250,000"
7073,"13 Harcourt Street, East Killara",6,4,2,952m²,"$3,350,000"
7074,"88 Old Ferry Road, Banora Point",3,2,2,801m²,"$1,361,000"
7075,"7 Radiant Avenue, Largs",4,2,3,805.9m²,"$1,140,000"
7076,"36 Drummond Avenue, Largs",5,2,3,845.1m²,"$990,000"
7077,"1 Brougham Street, Katoomba",3,2,1,853m²,"$870,000"
7078,"18 Mummaga Lake Drive, Dalmeny",3,2,2,862m²,"$850,000"
7079,"14 Icely Road, Orange",3,1,2,886m²,"$780,000"
7080,"12 Puddy Lane, Awaba",6,2,3,890.9m²,"$650,000"
7081,"54 James Parade, Wallerawang",5,2,,866.3m²,"$620,000"
7082,"60 Maitland Street, Muswellbrook",4,2,,852m²,"$455,000"
7083,"54 Perry Street, Euston",3,1,3,837m²,"$305,000"
7084,"25 Heritage Drive, Illawong",3,1,1,819m²,"$1,500,000"
7085,"15 Endeavour Street, Kooringal",5,3,4,929.5m²,"$800,000"
7086,"22 Kooloona Crescent, West Pymble",3,1,2,930m²,"$2,300,000"
7087,"9 Prairie Vale Road, Bankstown",4,3,5,924.2m²,"$2,280,000"
7088,"18 Caroline Street, East Gosford",3,2,4,809.3m²,"$1,700,000"
7089,"276 Humphries Road, Mount Pritchard",6,4,5,942m²,"$1,690,000"
7090,"17 Polding Street, Fairfield",3,3,3,929m²,"$1,450,000"
7091,"16 Palmers Lane, Bensville",4,2,2,910.5m²,"$1,215,000"
7092,"4 Lauren Close, North Haven",3,2,3,951m²,"$980,000"
7093,"71 Annetts Parade, Mossy Point",3,2,,844m²,"$968,000"
7094,"159 Cornish Street, Broken Hill",2,2,5,929.5m²,"$140,000"
7095,"53 Ayres Road, St Ives",5,2,2,954.8m²,"$4,450,000"
7096,"5 Warragamba Crescent, Leumeah",5,2,2,891.6m²,"$1,160,000"
7097,"33 Sladen St, Henty",4,2,2,810m²,"$640,000"
7098,"12A Treatts Road, Lindfield",6,3,2,986m²,"$5,000,000"
7099,"47 Deepwater Road, Castle Cove",4,3,2,923m²,"$3,450,000"
7100,"35 Roosevelt Avenue, Allambie Heights",5,3,2,878.9m²,"$3,250,000"
7101,"37 Sapphire Crescent, Sapphire Beach",5,3,3,957m²,"$1,950,000"
7102,"18 Francis Street, Port Macquarie",4,2,2,871m²,"$1,800,000"
7103,"44 Clarence Street, Berry",4,2,4,997m²,"$1,460,000"
7104,"12 Benson Street, Tweed Heads West",4,2,2,846m²,"$1,320,000"
7105,"20 Leeward Terrace, Tweed Heads",3,2,2,975m²,"$1,285,000"
7106,"7 Darri Road, Wyongah",5,3,2,995m²,"$1,200,000"
7107,"44 Duramana Road, Eglinton",5,2,4,900m²,"$1,050,000"
7108,"14 Boythorn Avenue, Ambarvale",3,1,1,971m²,"$940,000"
7109,"20 Wesley Street, Narara",3,1,1,844m²,"$910,000"
7110,"1 Timaru Grove, South Penrith",3,1,2,808m²,"$900,000"
7111,"10 Lakeview Drive, Moama",4,2,3,900m²,"$870,000"
7112,"20 Ramses Street, Wollongbar",3,2,3,803m²,"$795,000"
7113,"7 Fairwinds Avenue, Lakewood",3,1,2,838m²,"$785,000"
7114,"6 White Circle, Mudgee",4,2,3,840m²,"$775,000"
7115,"52 Kaloona Drive, Bourkelands",5,2,2,834.2m²,"$765,000"
7116,"22 Weemala Place, Muswellbrook",4,2,4,935m²,"$750,000"
7117,"160 Lawes Street, East Maitland",3,1,1,809.4m²,"$691,000"
7118,"6 Thomas Clark Place, Mudgee",3,1,2,932m²,"$649,500"
7119,"52 Gordon Street, Armidale",3,2,2,910m²,"$615,000"
7120,"28 Yarrawah Crescent, Bourkelands",3,1,2,823.5m²,"$605,000"
7121,"145 Markham Street, Armidale",3,1,1,907m²,"$400,000"
7122,"23 Price Ridge, Leppington",5,4,2,993.3m²,"$2,800,000"
7123,"30 Sophia Crescent, North Rocks",4,1,2,814m²,"$1,800,000"
7124,"126 Abington Crescent, Glen Alpine",4,2,2,860m²,"$1,465,000"
7125,"21 Malibu Drive, Bawley Point",3,1,1,805m²,"$1,415,000"
7126,"29 Balcombe Street, Jerrabomberra",4,2,2,933.3m²,"$1,395,000"
7127,"12 Headland Road, Sapphire Beach",4,3,2,822m²,"$1,350,000"
7128,"1 Martina Street, Plumpton",4,2,2,800m²,"$1,291,000"
7129,"48 Unara Parkway, Cumbalum",4,2,2,898m²,"$1,250,000"
7130,"27 Williams Street, Belmont South",4,2,4,809.4m²,"$910,000"
7131,"8 Kenna Street, Orange",3,1,2,809m²,"$665,000"
7132,"55 View Street, Gunnedah",4,2,2,961m²,"$495,000"
7133,"83 Baraang Drive, Broadwater",3,1,1,910m²,"$415,000"
7134,"55 Cheryl Crescent, Newport",4,3,2,879m²,"$2,595,000"
7135,"24 Eliza Street, Cobbitty",4,2,3,808m²,"$1,910,000"
7136,"40 Mitchell Street, Condell Park",3,2,8,815.7m²,"$1,605,000"
7137,"9 Holmes Street, Leura",2,2,1,980m²,"$1,600,000"
7138,"9 Casuarina Road, Alfords Point",5,2,3,935m²,"$1,590,000"
7139,"32 The Ridgeway, Cumbalum",4,2,2,869.5m²,"$1,430,000"
7140,"522 George Street, South Windsor",2,1,,878m²,"$1,200,000"
7141,"2 Thomas Bell Avenue, Werrington County",4,2,2,800m²,"$1,175,000"
7142,"4 Lomandra Terrace, Port Macquarie",5,3,2,923.8m²,"$1,170,000"
7143,"7 Rain Forest Road, Wyoming",4,1,1,858m²,"$1,145,000"
7144,"15 Cedar Place, The Oaks",4,2,4,977.6m²,"$1,040,000"
7145,"62 Maynes Parade, Unanderra",3,1,1,847m²,"$925,000"
7146,"23 Durif Drive, Moama",4,2,2,800m²,"$865,000"
7147,"40 Oaklands Road, Hazelbrook",3,1,1,930m²,"$800,000"
7148,"27 Gordon Street, Tamworth",4,2,2,860m²,"$750,000"
7149,"21 Webb Street, Orange",4,2,2,816m²,"$750,000"
7150,"4 Macleans Point Road, Sanctuary Point",3,1,1,828m²,"$645,000"
7151,"33 Townsend Street, Howlong",4,2,2,801m²,"$635,000"
7152,"11 Claude Street, Armidale",4,1,,813m²,"$507,500"
7153,"8 Edward Lane, Kyogle",3,2,1,973.8m²,"$355,000"
7154,"6 Griffiths Avenue, Camden South",4,2,4,919.8m²,"$1,465,000"
7155,"2 Racecourse Road, Orange",4,2,1,809m²,"$625,000"
7156,"27 Robin Avenue, Turramurra",4,2,2,961m²,"$2,025,000"
7157,"9 Parkes Crescent, Faulconbridge",4,2,5,893m²,"$999,000"
7158,"5 Rous Street, Kyogle",3,1,2,806m²,"$530,000"
7159,"8 Queen St, Baradine",3,1,,947m²,"$165,000"
7160,"6 Gemas Place, St Ives",4,3,2,930m²,"$3,070,000"
7161,"15 Wesley Street, Elanora Heights",4,2,2,948m²,"$2,530,000"
7162,"16 Hyland Avenue, West Pennant Hills",4,2,2,923m²,"$2,500,000"
7163,"17 Cowells Lane, Ermington",4,2,2,923m²,"$2,200,000"
7164,"9 Anniversary Avenue, Terrigal",4,3,2,913m²,"$1,740,000"
7165,"14 Riverview Road, Nowra",5,4,4,930m²,"$1,400,000"
7166,"29 Gilsmere Street, Jewells",4,3,2,901.3m²,"$1,275,000"
7167,"4 North Parade, Blackalls Park",4,2,2,827m²,"$1,160,000"
7168,"35 Parkview Crescent, Jerrabomberra",4,2,4,826m²,"$1,140,000"
7169,"6 Charlotte Place, Bligh Park",4,2,6,810m²,"$1,035,000"
7170,"1 Bellbird Close, Surfside",5,3,2,811m²,"$1,022,500"
7171,"27 Monaghan Circuit, Ashtonfield",5,2,3,813m²,"$960,000"
7172,"84 Verdelho Drive, Tamworth",4,2,2,806m²,"$925,000"
7173,"5 Fairview Road, Lawson",3,1,1,857m²,"$915,000"
7174,"47 Tallowood Drive, Medowie",4,2,2,855m²,"$859,000"
7175,"76A Edward Street, Orange",6,2,2,808.1m²,"$855,000"
7176,"14 McGregor Place, Mudgee",4,2,2,906m²,"$840,000"
7177,"12 Buena Vista Road, Woodford",2,1,1,980m²,"$800,000"
7178,"29 President Wilson Walk, Tanilba Bay",3,1,2,844m²,"$762,000"
7179,"10 Hillside Drive, Junction Hill",5,3,5,828m²,"$690,000"
7180,"8 Evans Street, Moruya",4,1,2,958m²,"$670,000"
7181,"752 Ryan Road, Glenroy",6,2,2,822m²,"$630,000"
7182,"71A Catherine Street, Cessnock",3,1,1,805.9m²,"$630,000"
7183,"8 Katandra Place, Kelso",4,2,,842m²,"$622,500"
7184,"9 BEST STREET, Uranquinty",3,1,5,930m²,"$612,500"
7185,"46 Bush Drive, South Grafton",4,2,2,814m²,"$577,000"
7186,"76 Mackay Street, Dungog",5,1,1,822m²,"$570,000"
7187,"28 Wollombi Road, Cessnock",3,1,1,813m²,"$551,000"
7188,"11 Kent Street, Tamworth",2,1,3,873m²,"$400,000"
7189,"46 The Circle, Bilgola Plateau",4,2,2,955m²,"$3,200,000"
7190,"34 Kookaburra Place, West Pennant Hills",5,3,3,"1,000m²","$2,788,000"
7191,"45 Sherwin Avenue, Castle Hill",3,1,2,804m²,"$2,250,000"
7192,"10 Crescent Road, Mona Vale",3,1,2,922m²,"$2,130,000"
7193,"39 Charolais Way, Picton",4,2,2,835m²,"$2,000,000"
7194,"56 Hillcrest Avenue, Hurstville Grove",4,2,1,825m²,"$1,925,000"
7195,"32 Buckingham Road, Baulkham Hills",5,3,2,929.5m²,"$1,911,000"
7196,"90 Riverview Avenue, Dangar Island",3,2,,891m²,"$1,825,000"
7197,"108 Tamarind Drive, Cordeaux Heights",4,2,2,809m²,"$1,600,000"
7198,"41 Railway Road, New Lambton",3,1,2,929.9m²,"$1,260,000"
7199,"15 Rose Street, Keiraville",5,2,1,828m²,"$1,170,000"
7200,"1 Howarth Street, Wyong",6,3,,815m²,"$1,025,000"
7201,"174 Blaxland Road, Wentworth Falls",3,2,3,908m²,"$910,000"
7202,"49 Ballydoyle Drive, Ashtonfield",4,2,2,830m²,"$845,000"
7203,"137 Callan Avenue, Maryland",4,2,2,829m²,"$845,000"
7204,"7a Angophora Place, Catalina",4,2,2,842m²,"$757,000"
7205,"2 Mortlock Close, Lithgow",4,2,3,845m²,"$755,000"
7206,"34 Lang Street, Mudgee",3,1,2,964m²,"$630,000"
7207,"1728 Wine Country Drive, North Rothbury",3,1,1,872.6m²,"$626,000"
7208,"18 Gallagher Street, Cessnock",3,1,2,809m²,"$621,000"
7209,"51 Allandale Road, Cessnock",3,2,1,811m²,"$621,000"
7210,"50 Allandale Road, Cessnock",3,1,3,809m²,"$605,000"
7211,"26 Tayla Court, Euston",4,2,2,802m²,"$600,000"
7212,"312 North Street, North Albury",3,1,4,856m²,"$450,000"
7213,"424 Conadilly St, Gunnedah",3,1,2,919m²,"$380,000"
7214,"81 Albert Drive, Killara",4,3,2,847m²,"$2,750,000"
7215,"8 Shepherd Street, Bowral",4,2,2,814m²,"$1,950,000"
7216,"79C Castle Circuit, Umina Beach",4,2,2,968m²,"$1,380,000"
7217,"208 Lakeview Parade, Primbee",3,1,3,835m²,"$1,350,000"
7218,"50 Murray Street, Vincentia",3,2,2,809m²,"$1,320,000"
